DATE,T10Y2Y
2006-01-01,0.02050000000000000000
2006-02-01,-0.09947368421052631579
2006-03-01,-0.01000000000000000000
2006-04-01,0.10157894736842105263
2006-05-01,0.14181818181818181818
2006-06-01,-0.01545454545454545455
2006-07-01,-0.03100000000000000000
2006-08-01,-0.02695652173913043478
2006-09-01,-0.05000000000000000000
2006-10-01,-0.06666666666666666667
2006-11-01,-0.14523809523809523810
2006-12-01,-0.10900000000000000000
2007-01-01,-0.11666666666666666667
2007-02-01,-0.12631578947368421053
2007-03-01,-0.00909090909090909091
2007-04-01,0.02761904761904761905
2007-05-01,-0.02000000000000000000
2007-06-01,0.12238095238095238095
2007-07-01,0.18523809523809523810
2007-08-01,0.36173913043478260870
2007-09-01,0.51000000000000000000
2007-10-01,0.56000000000000000000
2007-11-01,0.81200000000000000000
2007-12-01,0.98050000000000000000
2008-01-01,1.2685714285714286
2008-02-01,1.7645000000000000
2008-03-01,1.8930000000000000
2008-04-01,1.6277272727272727
2008-05-01,1.4342857142857143
2008-06-01,1.3257142857142857
2008-07-01,1.4345454545454545
2008-08-01,1.4652380952380952
2008-09-01,1.6100000000000000
2008-10-01,2.2018181818181818
2008-11-01,2.3138888888888889
2008-12-01,1.5954545454545455
2009-01-01,1.7105000000000000
2009-02-01,1.8947368421052632
2009-03-01,1.8881818181818182
2009-04-01,2.0000000000000000
2009-05-01,2.3635000000000000
2009-06-01,2.5377272727272727
2009-07-01,2.5431818181818182
2009-08-01,2.4719047619047619
2009-09-01,2.4457142857142857
2009-10-01,2.4385714285714286
2009-11-01,2.5994736842105263
2009-12-01,2.7154545454545455
2010-01-01,2.8042105263157895
2010-02-01,2.8342105263157895
2010-03-01,2.7686956521739130
2010-04-01,2.7863636363636364
2010-05-01,2.5895000000000000
2010-06-01,2.4795454545454545
2010-07-01,2.3947619047619048
2010-08-01,2.1781818181818182
2010-09-01,2.1676190476190476
2010-10-01,2.1640000000000000
2010-11-01,2.3090000000000000
2010-12-01,2.6727272727272727
2011-01-01,2.7795000000000000
2011-02-01,2.8036842105263158
2011-03-01,2.7169565217391304
2011-04-01,2.7205000000000000
2011-05-01,2.6133333333333333
2011-06-01,2.5918181818181818
2011-07-01,2.5965000000000000
2011-08-01,2.0726086956521739
2011-09-01,1.7638095238095238
2011-10-01,1.8715000000000000
2011-11-01,1.7600000000000000
2011-12-01,1.7209523809523810
2012-01-01,1.7260000000000000
2012-02-01,1.6895000000000000
2012-03-01,1.8281818181818182
2012-04-01,1.7609523809523810
2012-05-01,1.5181818181818182
2012-06-01,1.3304761904761905
2012-07-01,1.2785714285714286
2012-08-01,1.4095652173913043
2012-09-01,1.4678947368421053
2012-10-01,1.4690476190476190
2012-11-01,1.3860000000000000
2012-12-01,1.4620000000000000
2013-01-01,1.6495238095238095
2013-02-01,1.7168421052631579
2013-03-01,1.7015000000000000
2013-04-01,1.5268181818181818
2013-05-01,1.6777272727272727
2013-06-01,1.9665000000000000
2013-07-01,2.2413636363636364
2013-08-01,2.3809090909090909
2013-09-01,2.4055000000000000
2013-10-01,2.2804545454545455
2013-11-01,2.4147368421052632
2013-12-01,2.5619047619047619
2014-01-01,2.4642857142857143
2014-02-01,2.3826315789473684
2014-03-01,2.3242857142857143
2014-04-01,2.2880952380952381
2014-05-01,2.1700000000000000
2014-06-01,2.1461904761904762
2014-07-01,2.0359090909090909
2014-08-01,1.9476190476190476
2014-09-01,1.9676190476190476
2014-10-01,1.8586363636363636
2014-11-01,1.7983333333333333
2014-12-01,1.5718181818181818
2015-01-01,1.3300000000000000
2015-02-01,1.3563157894736842
2015-03-01,1.4022727272727273
2015-04-01,1.3950000000000000
2015-05-01,1.5885000000000000
2015-06-01,1.6750000000000000
2015-07-01,1.6568181818181818
2015-08-01,1.4695238095238095
2015-09-01,1.4595238095238095
2015-10-01,1.4252380952380952
2015-11-01,1.3784210526315789
2015-12-01,1.2600000000000000
2016-01-01,1.1857894736842105
2016-02-01,1.04600000000000000000
2016-03-01,1.01409090909090909091
2016-04-01,1.03714285714285714286
2016-05-01,0.99000000000000000000
2016-06-01,0.91272727272727272727
2016-07-01,0.83150000000000000000
2016-08-01,0.81913043478260869565
2016-09-01,0.85952380952380952381
2016-10-01,0.92150000000000000000
2016-11-01,1.1625000000000000
2016-12-01,1.2952380952380952
2017-01-01,1.2260000000000000
2017-02-01,1.2178947368421053
2017-03-01,1.1686956521739130
2017-04-01,1.0563157894736842
2017-05-01,1.00181818181818181818
2017-06-01,0.84454545454545454545
2017-07-01,0.94550000000000000000
2017-08-01,0.87391304347826086957
2017-09-01,0.81750000000000000000
2017-10-01,0.81047619047619047619
2017-11-01,0.65666666666666666667
2017-12-01,0.55850000000000000000
2018-01-01,0.55190476190476190476
2018-02-01,0.68368421052631578947
2018-03-01,0.56666666666666666667
2018-04-01,0.48476190476190476190
2018-05-01,0.46590909090909090909
2018-06-01,0.37904761904761904762
2018-07-01,0.28238095238095238095
2018-08-01,0.25347826086956521739
2018-09-01,0.23631578947368421053
2018-10-01,0.29136363636363636364
2018-11-01,0.25800000000000000000
2018-12-01,0.15631578947368421053
2019-01-01,0.17047619047619047619
